SNR,absolute_scale_status,cadence_k,cadence_over_tau_relax,candidate_support_status,cell_id,complexity_unsupported,conditional_intervention_error_L,conditional_intervention_error_N,conditional_prediction_error_L,conditional_prediction_error_N,cumulative_drawdown_error,edge_f1,estimability_rate_L,estimability_rate_N,estimability_rate_S,false_edge_rate,fit_failure_rate_L,fit_failure_rate_N,forcing_confounding,head_missing_fraction,hydraulic_memory_regime,local_response_status,model,network_dynamics_status,network_strength,observed_node_fraction,placebo_false_effect_rate,pumping_quality,pumping_scale_known,recharge_lag,recharge_quality,scenario,spatial_forcing_useful,strong_edge_undirected_f1,supported_complexity_status,vulnerability_rank_metric
20.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,CURVE_curve_snr_20,False,0.8311926143699038,0.7467198275027528,0.40394811853454493,0.4177072476076901,0.5741507709263561,0.7386363636363636,1.0,1.0,1.0,0.7,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,True,0.7386363636363636,local_response_not_identified,0.8311926143699038
10.0,absolute_intervention_scale_unsupported,4,0.2,nested_or_na,CURVE_curve_coupling_strength_NONE,False,0.5804108257126528,0.5726621160263957,0.6579131547619239,0.695688697136431,0.6087612468516671,0.0,1.0,1.0,1.0,0.9833333333333333,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,NONE,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,True,0.0,local_response_not_identified,0.5804108257126528
10.0,absolute_intervention_scale_unsupported,4,0.1999999999999995,nested_or_na,CURVE_curve_coupling_strength_LOW,False,0.7740166753977622,0.674132723842421,0.60959744687774,0.6237724777281308,0.5954670013470131,0.6333333333333333,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,LOW,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,True,0.6333333333333333,local_response_not_identified,0.7740166753977622
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,CURVE_curve_coupling_strength_MED,False,0.849709637254372,0.7326996062141401,0.5169733385739854,0.5179865236116052,0.6423191879513284,0.7272727272727273,1.0,1.0,1.0,0.8,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.7272727272727273,local_response_not_identified,0.849709637254372
10.0,absolute_intervention_scale_unsupported,4,0.19999999999999807,nested_or_na,CURVE_curve_coupling_strength_HIGH,False,0.9143245224027869,0.750481795245964,0.5509180227653472,0.5517833660832989,0.7272083703691196,0.8782051282051282,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,HIGH,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.8782051282051282,local_response_not_identified,0.9143245224027869
10.0,absolute_intervention_scale_unsupported,4,0.9999999999999942,nested_or_na,CURVE_curve_memory_LOW,False,0.8101611555741808,0.73470920400711,0.31147847784868865,0.31691571570814825,0.5261233724823319,0.7272727272727273,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0.1,LOW,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,True,0.7272727272727273,local_response_not_identified,0.8101611555741808
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,CURVE_curve_memory_MED,False,0.849709637254372,0.7326996062141401,0.5169733385739854,0.5179865236116052,0.6423191879513284,0.7272727272727273,1.0,1.0,1.0,0.8,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.7272727272727273,local_response_not_identified,0.849709637254372
10.0,absolute_intervention_scale_unsupported,4,0.04999999999999725,nested_or_na,CURVE_curve_memory_HIGH,False,0.7699019105493068,0.70041835233294,0.8362200553505519,0.8494561514078739,0.6073520993955832,0.6333333333333333,1.0,1.0,1.0,0.9,0.0,0.0,0.3,0.1,HIGH,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.6333333333333333,local_response_not_identified,0.7699019105493068
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,CURVE_curve_process_noise_0p05,False,0.849709637254372,0.7326996062141401,0.5169733385739854,0.5179865236116052,0.6423191879513284,0.7272727272727273,1.0,1.0,1.0,0.8,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.7272727272727273,local_response_not_identified,0.849709637254372
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,CURVE_curve_process_noise_0p25,False,0.8445365228713559,0.6906121220273432,0.6773185321491508,0.6983430667181436,0.6235504099257732,0.7272727272727273,1.0,1.0,1.0,0.85,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.7272727272727273,local_response_not_identified,0.8445365228713559
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,CURVE_curve_process_noise_1p0,False,0.8418261606650226,1.0139269619247326,1.8851364614634922,1.9796712701684003,0.6275115757307732,0.7272727272727273,1.0,1.0,1.0,0.9666666666666667,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_not_earned,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.7272727272727273,local_response_not_identified,0.8418261606650226
10.0,absolute_intervention_scale_unsupported,1,0.24999999999999856,nested_or_na,GRID_grid_cadence_x_memory_1_LOW,False,0.7608263831306947,0.4599833741704762,0.1888116943603168,0.18514878955091335,0.4116313044130719,0.888888888888889,1.0,1.0,1.0,0.85,0.0,0.0,0.3,0.1,LOW,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,True,0.888888888888889,local_response_not_identified,0.7608263831306947
10.0,absolute_intervention_scale_unsupported,1,0.05000000000000011,nested_or_na,GRID_grid_cadence_x_memory_1_MED,False,0.844167342916488,0.7413211102798469,0.3984658607263861,0.40110934335969683,0.6897470902832807,0.75,1.0,1.0,1.0,0.8,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.75,local_response_not_identified,0.844167342916488
10.0,absolute_intervention_scale_unsupported,1,0.012499999999999312,nested_or_na,GRID_grid_cadence_x_memory_1_HIGH,False,0.7604750115430198,0.7716797587611501,0.6717181660255904,0.6954269993659243,0.6767208497451495,0.0,1.0,1.0,1.0,0.9833333333333333,0.0,0.0,0.3,0.1,HIGH,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_not_earned,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.0,local_response_not_identified,0.7604750115430198
10.0,absolute_intervention_scale_unsupported,2,0.4999999999999971,nested_or_na,GRID_grid_cadence_x_memory_2_LOW,False,0.7797088485048485,0.5060973989496104,0.2418977670973923,0.2426661446887371,0.45201995064728373,0.923076923076923,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0.1,LOW,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,True,0.923076923076923,local_response_not_identified,0.7797088485048485
10.0,absolute_intervention_scale_unsupported,2,0.10000000000000021,nested_or_na,GRID_grid_cadence_x_memory_2_MED,False,0.8235045480408048,0.7063241935057729,0.4253101587851441,0.4295201515431506,0.6284021149043291,0.8,1.0,1.0,1.0,0.7333333333333333,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.8,local_response_not_identified,0.8235045480408048
10.0,absolute_intervention_scale_unsupported,2,0.024999999999998624,nested_or_na,GRID_grid_cadence_x_memory_2_HIGH,False,0.7650318298770704,0.6432480390228221,0.7105137332665952,0.7370545197574727,0.5984399455556801,0.4,1.0,1.0,1.0,0.9833333333333333,0.0,0.0,0.3,0.1,HIGH,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.4,local_response_not_identified,0.7650318298770704
10.0,absolute_intervention_scale_unsupported,4,0.9999999999999942,nested_or_na,GRID_grid_cadence_x_memory_4_LOW,False,0.8101611555741808,0.73470920400711,0.31147847784868865,0.31691571570814825,0.5261233724823319,0.7272727272727273,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0.1,LOW,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,True,0.7272727272727273,local_response_not_identified,0.8101611555741808
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_cadence_x_memory_4_MED,False,0.849709637254372,0.7326996062141401,0.5169733385739854,0.5179865236116052,0.6423191879513284,0.7272727272727273,1.0,1.0,1.0,0.8,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.7272727272727273,local_response_not_identified,0.849709637254372
10.0,absolute_intervention_scale_unsupported,4,0.04999999999999725,nested_or_na,GRID_grid_cadence_x_memory_4_HIGH,False,0.7699019105493068,0.70041835233294,0.8362200553505519,0.8494561514078739,0.6073520993955832,0.6333333333333333,1.0,1.0,1.0,0.9,0.0,0.0,0.3,0.1,HIGH,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.6333333333333333,local_response_not_identified,0.7699019105493068
10.0,absolute_intervention_scale_unsupported,13,3.2499999999999813,nested_or_na,GRID_grid_cadence_x_memory_13_LOW,False,0.9210353978733564,0.9257846988698252,0.48035924718988277,0.5094359921763818,0.8163258216292273,0.0,1.0,0.8166666666666667,1.0,0.5306122448979592,0.0,0.0,0.3,0.1,LOW,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_not_earned,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.0,local_response_not_identified,0.9210353978733564
10.0,absolute_intervention_scale_unsupported,13,0.6500000000000014,nested_or_na,GRID_grid_cadence_x_memory_13_MED,False,0.914099729651747,0.9039218046047723,0.9240937882167188,0.9833117442881001,0.7934182697895519,0.6666666666666666,1.0,0.8333333333333334,1.0,0.5,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_conditionally_supported_but_poorly_estimable,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.6666666666666666,local_response_not_identified,0.914099729651747
10.0,absolute_intervention_scale_unsupported,13,0.16249999999999104,nested_or_na,GRID_grid_cadence_x_memory_13_HIGH,False,0.8493780051949649,0.8111261161683518,1.6215718892074964,1.7633517731127513,0.740642081464435,0.5357142857142858,1.0,0.8,1.0,0.8125,0.0,0.0,0.3,0.1,HIGH,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_conditionally_supported_but_poorly_estimable,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.5357142857142858,local_response_not_identified,0.8493780051949649
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_recharge_x_confounding_REXACT_0p0,False,0.8633035797927899,0.7771780580746024,0.5032077994456274,0.503642370291977,0.6853348553640506,0.8,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,0.0,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-EXACT,S3,False,0.8,local_response_not_identified,0.8633035797927899
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_recharge_x_confounding_REXACT_0p3,False,0.8565226087426112,0.7671822245212662,0.45850607428127677,0.4573805100777185,0.6644354403021653,0.75,1.0,1.0,1.0,0.8166666666666667,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-EXACT,S3,False,0.75,local_response_not_identified,0.8565226087426112
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_recharge_x_confounding_REXACT_0p6,False,0.8501926620199282,0.75113447630952,0.408804690155122,0.4062498642217883,0.6428182092465371,0.75,1.0,1.0,1.0,0.85,0.0,0.0,0.6,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-EXACT,S3,False,0.75,local_response_not_identified,0.8501926620199282
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_recharge_x_confounding_REXACT_0p9,False,0.8433150333816248,0.6991949218309328,0.35236744809091103,0.34705490395447824,0.6100368068696629,0.775,1.0,1.0,1.0,0.8833333333333333,0.0,0.0,0.9,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-EXACT,S3,True,0.775,local_response_not_identified,0.8433150333816248
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_recharge_x_confounding_RNOISE_0p0,False,0.8576787158394541,0.7624843587531576,0.558523115479874,0.5615057905234553,0.6608006112673924,0.7272727272727273,1.0,1.0,1.0,0.8,0.0,0.0,0.0,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S3,False,0.7272727272727273,local_response_not_identified,0.8576787158394541
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_recharge_x_confounding_RNOISE_0p3,False,0.849709637254372,0.7326996062141401,0.5169733385739854,0.5179865236116052,0.6423191879513284,0.7272727272727273,1.0,1.0,1.0,0.8,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S3,False,0.7272727272727273,local_response_not_identified,0.849709637254372
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_recharge_x_confounding_RNOISE_0p6,False,0.8393923006131756,0.7183797213043981,0.4683125942198314,0.47567775575000043,0.6190071449824379,0.7272727272727273,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.6,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S3,False,0.7272727272727273,local_response_not_identified,0.8393923006131756
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_recharge_x_confounding_RNOISE_0p9,False,0.8280881348930988,0.6957969589243689,0.4117959603991883,0.43040453368668774,0.5698544544121692,0.75,1.0,1.0,1.0,0.8166666666666667,0.0,0.0,0.9,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S3,False,0.75,local_response_not_identified,0.8280881348930988
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_recharge_x_confounding_RLAG_0p0,False,0.8671347148636681,0.8035077824102859,0.6036348772216722,0.637076937060636,0.7118662798176351,0.75,1.0,1.0,1.0,0.8,0.0,0.0,0.0,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,4,R-LAG,S3,False,0.75,local_response_not_identified,0.8671347148636681
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_recharge_x_confounding_RLAG_0p3,False,0.8595516430109602,0.7716748301153151,0.5647648305328455,0.5995455093178179,0.6870148456810887,0.75,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,4,R-LAG,S3,False,0.75,local_response_not_identified,0.8595516430109602
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_recharge_x_confounding_RLAG_0p6,False,0.8532444798186518,0.7877826268256227,0.5278395234830612,0.5543419728607548,0.6649900564618025,0.75,1.0,1.0,1.0,0.75,0.0,0.0,0.6,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,4,R-LAG,S3,False,0.75,local_response_not_identified,0.8532444798186518
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_recharge_x_confounding_RLAG_0p9,False,0.8438089515790688,0.7792762059155004,0.4870069959290262,0.5064173226206066,0.6348451836219074,0.75,1.0,1.0,1.0,0.8166666666666667,0.0,0.0,0.9,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,4,R-LAG,S3,True,0.75,local_response_not_identified,0.8438089515790688
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_recharge_x_confounding_RNOISELAG_0p0,False,0.8549531625108011,0.8009167219087115,0.6143137096084605,0.6408154102837412,0.6662628829043773,0.7272727272727273,1.0,1.0,1.0,0.8,0.0,0.0,0.0,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,4,R-NOISELAG,S3,False,0.7272727272727273,local_response_not_identified,0.8549531625108011
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_recharge_x_confounding_RNOISELAG_0p3,False,0.8446289692989981,0.8046434534707525,0.5781389077015908,0.6007057638486374,0.6421915623651326,0.7272727272727273,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,4,R-NOISELAG,S3,False,0.7272727272727273,local_response_not_identified,0.8446289692989981
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_recharge_x_confounding_RNOISELAG_0p6,False,0.8334285899092599,0.8030602649290837,0.536738042447525,0.55963504181028,0.6052543891188082,0.7386363636363636,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.6,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,4,R-NOISELAG,S3,False,0.7386363636363636,local_response_not_identified,0.8334285899092599
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_recharge_x_confounding_RNOISELAG_0p9,False,0.8268839184607644,0.7688718631638916,0.49083135037514614,0.5146384799599105,0.5732708391248298,0.7272727272727273,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,0.9,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,4,R-NOISELAG,S3,False,0.7272727272727273,local_response_not_identified,0.8268839184607644
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,misspecified,GRID_grid_missing_x_obsnodes_0p0_0p4,False,0.9051056686685452,0.9067886254932676,0.5110562732621242,0.5091013567646772,0.7857511758444109,0.0,1.0,1.0,1.0,0.38333333333333336,0.0,0.0,0.3,0.0,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_not_earned,MED,0.4,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.0,local_response_not_identified,0.9051056686685452
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_missing_x_obsnodes_0p0_0p6,False,0.8594213596745445,0.8492485808039414,0.5107846889349472,0.500788886624467,0.6753813803116774,0.3333333333333333,1.0,1.0,1.0,0.65,0.0,0.0,0.3,0.0,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,0.6,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.3333333333333333,local_response_not_identified,0.8594213596745445
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_missing_x_obsnodes_0p0_0p8,False,0.8482788821375375,0.7545716040707339,0.5124688213699946,0.5153018836773535,0.6437799642587245,0.5714285714285715,1.0,1.0,1.0,0.7,0.0,0.0,0.3,0.0,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,0.8,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.5714285714285715,local_response_not_identified,0.8482788821375375
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_missing_x_obsnodes_0p0_1p0,False,0.8419891955429032,0.7305986657825336,0.5101100192030867,0.5036022876010136,0.6339588494635098,0.8,1.0,1.0,1.0,0.85,0.0,0.0,0.3,0.0,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.8,local_response_not_identified,0.8419891955429032
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,misspecified,GRID_grid_missing_x_obsnodes_0p1_0p4,False,0.8940682149537216,0.9167726197439399,0.5116320940669392,0.5120882742282056,0.7514247071070539,0.0,1.0,1.0,1.0,0.35,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_not_earned,MED,0.4,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.0,local_response_not_identified,0.8940682149537216
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_missing_x_obsnodes_0p1_0p6,False,0.8617623488739552,0.8749323491423678,0.5257532972647627,0.5215027762129221,0.6773682496740523,0.3333333333333333,1.0,1.0,1.0,0.65,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_not_earned,MED,0.6,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.3333333333333333,local_response_not_identified,0.8617623488739552
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_missing_x_obsnodes_0p1_0p8,False,0.8305299754681947,0.787448082188448,0.5143548105728433,0.5252213389142788,0.6002163395770763,0.5714285714285715,1.0,1.0,1.0,0.65,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,0.8,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.5714285714285715,local_response_not_identified,0.8305299754681947
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_missing_x_obsnodes_0p1_1p0,False,0.849709637254372,0.7326996062141401,0.5169733385739854,0.5179865236116052,0.6423191879513284,0.7272727272727273,1.0,1.0,1.0,0.8,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.7272727272727273,local_response_not_identified,0.849709637254372
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,misspecified,GRID_grid_missing_x_obsnodes_0p3_0p4,False,0.9587899751322133,0.9943933487319139,0.5324822365841713,0.5470018892403611,0.9018122319652548,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.3,0.3,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_not_earned,MED,0.4,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.0,local_response_not_identified,0.9587899751322133
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_missing_x_obsnodes_0p3_0p6,False,0.8737060771284677,0.8971080934636746,0.5530081794176332,0.6057289659257552,0.7116427758551821,0.3333333333333333,1.0,1.0,1.0,0.4666666666666667,0.0,0.0,0.3,0.3,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_not_earned,MED,0.6,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.3333333333333333,local_response_not_identified,0.8737060771284677
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_missing_x_obsnodes_0p3_0p8,False,0.8474400378309987,0.8565210334703585,0.5462268429649397,0.6056008075357032,0.6300103889983794,0.4,1.0,0.85,1.0,0.5294117647058824,0.0,0.0,0.3,0.3,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_not_earned,MED,0.8,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.4,local_response_not_identified,0.8474400378309987
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_missing_x_obsnodes_0p3_1p0,False,0.8431261990582504,0.8305197938153861,0.5417711273827563,0.6159545261792522,0.6209122365599946,0.5714285714285715,1.0,0.38333333333333336,1.0,0.6086956521739131,0.0,0.0,0.3,0.3,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_conditionally_supported_but_poorly_estimable,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.5714285714285715,local_response_not_identified,0.8431261990582504
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_missing_x_obsnodes_0p5_0p4,False,1.0,1.0,0.6327385470428792,0.8933690521621114,1.0,0.0,0.9833333333333333,0.2833333333333333,0.9833333333333333,0.29411764705882354,0.0,0.0,0.3,0.5,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_conditionally_supported_but_poorly_estimable,MED,0.4,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.0,local_response_not_identified,1.0
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_missing_x_obsnodes_0p5_0p6,True,0.8885663331561234,nan,0.6937394330420416,nan,0.7431515428352528,nan,0.9833333333333333,0.0,0.9833333333333333,nan,0.0,0.0,0.3,0.5,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_not_estimable,MED,0.6,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,nan,local_response_not_identified,0.8885663331561234
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_missing_x_obsnodes_0p5_0p8,True,0.8514527365629414,nan,0.6239621268495035,nan,0.610034852617798,nan,0.9166666666666666,0.0,0.9166666666666666,nan,0.0,0.0,0.3,0.5,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_not_estimable,MED,0.8,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,nan,local_response_not_identified,0.8514527365629414
