cell_id,conditional_nire_h26_median,conditional_rmse_median,estimability_rate,fit_failure_rate,model,n_estimated,n_fit_failed,n_not_estimable,n_replicates,not_estimable_rate,scenario
GRID_grid_cadence_x_memory_13_MED,1.0,1.0998486326808012,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_13_MED,0.914099729651747,0.9240937882167188,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_13_MED,1.199793082636689,0.9723051670154825,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_13_MED,0.9039218046047723,0.9833117442881001,0.8333333333333334,0.0,N,50,0,10,60,0.16666666666666666,S5
GRID_grid_cadence_x_memory_1_HIGH,1.0,0.7107632568946328,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_1_HIGH,0.7604750115430198,0.6717181660255904,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_1_HIGH,0.7960449927215691,0.6730012636670233,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_1_HIGH,0.7716797587611501,0.6954269993659243,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_1_LOW,1.0,0.25662898600514406,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_1_LOW,0.7608263831306947,0.1888116943603168,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_1_LOW,0.7110172362989882,0.18905786291832496,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_1_LOW,0.4599833741704762,0.18514878955091335,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_1_MED,1.0,0.4345131950234503,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_1_MED,0.844167342916488,0.3984658607263861,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_1_MED,0.8852925492969963,0.4003380521088211,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_1_MED,0.7413211102798469,0.40110934335969683,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_2_HIGH,1.0,0.7955253689388051,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_2_HIGH,0.7650318298770704,0.7105137332665952,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_2_HIGH,1.0511304591475046,0.7096019438051024,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_2_HIGH,0.6432480390228221,0.7370545197574727,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_2_LOW,1.0,0.3147225031981888,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_2_LOW,0.7797088485048485,0.2418977670973923,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_2_LOW,0.6655560822047508,0.24015575105486128,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_2_LOW,0.5060973989496104,0.2426661446887371,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_2_MED,1.0,0.5076096610457074,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_2_MED,0.8235045480408048,0.4253101587851441,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_2_MED,0.8961314393445841,0.4302639046723995,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_2_MED,0.7063241935057729,0.4295201515431506,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_4_HIGH,1.0,1.0050669767201947,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_4_HIGH,0.7699019105493068,0.8362200553505519,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_4_HIGH,0.9228068376838309,0.8500067761094949,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_4_HIGH,0.70041835233294,0.8494561514078739,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_4_LOW,1.0,0.3808702465230497,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_4_LOW,0.8101611555741808,0.31147847784868865,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_4_LOW,0.6401875400067685,0.30964435668256735,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_4_LOW,0.73470920400711,0.31691571570814825,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_4_MED,1.0,0.6446839837297764,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_4_MED,0.849709637254372,0.5169733385739854,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_4_MED,0.8886819556514698,0.524289693789086,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_cadence_x_memory_4_MED,0.7326996062141401,0.5179865236116052,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_candsupport_x_coupling_misspecified_HIGH,1.0,0.7023093124326211,1.0,0.0,B0,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_misspecified_HIGH,0.8958152310173484,0.5876609176306278,1.0,0.0,L,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_misspecified_HIGH,0.8547065221346082,0.5919660803846041,1.0,0.0,S,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_misspecified_HIGH,0.7742808858923481,0.5926115169830204,1.0,0.0,N,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_misspecified_LOW,1.0,0.7874207793559764,1.0,0.0,B0,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_misspecified_LOW,0.8388788092620808,0.6422198865303834,1.0,0.0,L,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_misspecified_LOW,0.9599897848492747,0.6484549235953376,1.0,0.0,S,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_misspecified_LOW,0.78645613912253,0.6784878967617067,1.0,0.0,N,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_misspecified_MED,1.0,0.6908972459552862,1.0,0.0,B0,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_misspecified_MED,0.9047843577209063,0.5621431170925306,1.0,0.0,L,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_misspecified_MED,0.9842416890987993,0.5749936195527197,1.0,0.0,S,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_misspecified_MED,0.8737391424593139,0.5904933968590734,1.0,0.0,N,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_nested_HIGH,1.0,0.6801377040358793,1.0,0.0,B0,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_nested_HIGH,0.9143245224027869,0.5509180227653472,1.0,0.0,L,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_nested_HIGH,0.926040409036097,0.5578590817383458,1.0,0.0,S,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_nested_HIGH,0.750481795245964,0.5517833660832989,1.0,0.0,N,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_nested_LOW,1.0,0.7669778279766553,1.0,0.0,B0,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_nested_LOW,0.7740166753977622,0.60959744687774,1.0,0.0,L,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_nested_LOW,0.7723151309549999,0.6254534399143397,1.0,0.0,S,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_nested_LOW,0.674132723842421,0.6237724777281308,1.0,0.0,N,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_nested_MED,1.0,0.6446839837297764,1.0,0.0,B0,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_nested_MED,0.849709637254372,0.5169733385739854,1.0,0.0,L,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_nested_MED,0.8886819556514698,0.524289693789086,1.0,0.0,S,60,0,0,60,0.0,S9
GRID_grid_candsupport_x_coupling_nested_MED,0.7326996062141401,0.5179865236116052,1.0,0.0,N,60,0,0,60,0.0,S9
GRID_grid_coupling_x_snr_HIGH_10,1.0,0.6801377040358793,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_HIGH_10,0.9143245224027869,0.5509180227653472,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_HIGH_10,0.926040409036097,0.5578590817383458,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_HIGH_10,0.750481795245964,0.5517833660832989,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_HIGH_2,1.0,1.6758632636765665,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_HIGH_2,0.9578128735628021,1.6230277627512775,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_HIGH_2,1.0791749132058799,1.6414452909114428,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_HIGH_2,0.9102793309258979,1.6416689928213284,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_HIGH_20,1.0,0.6030053044578065,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_HIGH_20,0.9026496607465246,0.4557989715319326,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_HIGH_20,0.8969073019782017,0.4614420638835947,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_HIGH_20,0.7331902250484559,0.4688191471018486,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_HIGH_5,1.0,0.9016397903780147,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_HIGH_5,0.9313030803322512,0.8080578777273051,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_HIGH_5,1.0445250662465324,0.8152340986391811,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_HIGH_5,0.7840735349072137,0.8006191999484699,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_LOW_10,1.0,0.7669778279766553,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_LOW_10,0.7740166753977622,0.60959744687774,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_LOW_10,0.7723151309549999,0.6254534399143397,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_LOW_10,0.674132723842421,0.6237724777281308,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_LOW_2,1.0,2.0541734583935845,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_LOW_2,0.8837957862879373,1.9802262664306545,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_LOW_2,0.9179307963801597,2.0093968456969984,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_LOW_2,0.8451013287852636,2.051517027576666,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_LOW_20,1.0,0.6455182087890574,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_LOW_20,0.7563936119098997,0.46622778677481536,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_LOW_20,0.752321921276071,0.4829688822371695,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_LOW_20,0.6710887400067286,0.48833253436238944,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_LOW_5,1.0,1.07689046349729,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_LOW_5,0.8159476539441637,0.9475253770467125,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_LOW_5,0.8531841504529571,0.964100580178131,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_LOW_5,0.7155155510105544,0.9923575718130917,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_MED_10,1.0,0.6446839837297764,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_MED_10,0.849709637254372,0.5169733385739854,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_MED_10,0.8886819556514698,0.524289693789086,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_MED_10,0.7326996062141401,0.5179865236116052,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_MED_2,1.0,1.7153118439817798,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_MED_2,0.9359861076000889,1.6437563827048247,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_MED_2,1.166986107201267,1.6697957043505234,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_MED_2,0.9407517057440502,1.7275540621143741,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_MED_20,1.0,0.5553945725460364,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_MED_20,0.8311926143699038,0.40394811853454493,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_MED_20,0.8185387565846347,0.418272152084065,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_MED_20,0.7467198275027528,0.4177072476076901,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_MED_5,1.0,0.8903793461235843,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_MED_5,0.8851601711232542,0.7979642011299799,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_MED_5,0.9906617746994146,0.8097065866238096,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_coupling_x_snr_MED_5,0.7710073711138783,0.8053850597558253,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p0_0p4,1.0,0.6107174518840448,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p0_0p4,0.9051056686685452,0.5110562732621242,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p0_0p4,1.0,0.5121261546545114,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p0_0p4,0.9067886254932676,0.5091013567646772,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p0_0p6,1.0,0.6440870278127607,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p0_0p6,0.8594213596745445,0.5107846889349472,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p0_0p6,1.0,0.5149903560301494,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p0_0p6,0.8492485808039414,0.500788886624467,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p0_0p8,1.0,0.6432724581501144,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p0_0p8,0.8482788821375375,0.5124688213699946,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p0_0p8,0.9539243080393992,0.5115883019821573,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p0_0p8,0.7545716040707339,0.5153018836773535,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p0_1p0,1.0,0.6440168760297211,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p0_1p0,0.8419891955429032,0.5101100192030867,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p0_1p0,0.9204968855112563,0.5117693766625079,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p0_1p0,0.7305986657825336,0.5036022876010136,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p1_0p4,1.0,0.643642546337597,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p1_0p4,0.8940682149537216,0.5116320940669392,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p1_0p4,1.0,0.5208852150132575,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p1_0p4,0.9167726197439399,0.5120882742282056,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p1_0p6,1.0,0.6430164702610512,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p1_0p6,0.8617623488739552,0.5257532972647627,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p1_0p6,1.0,0.5340398751949025,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p1_0p6,0.8749323491423678,0.5215027762129221,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p1_0p8,1.0,0.6468564340961771,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p1_0p8,0.8305299754681947,0.5143548105728433,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p1_0p8,0.9693225459242294,0.517263008441704,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p1_0p8,0.787448082188448,0.5252213389142788,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p1_1p0,1.0,0.6446839837297764,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p1_1p0,0.849709637254372,0.5169733385739854,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p1_1p0,0.8886819556514698,0.524289693789086,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p1_1p0,0.7326996062141401,0.5179865236116052,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p3_0p4,1.0,0.690282814329684,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p3_0p4,0.9587899751322133,0.5324822365841713,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p3_0p4,1.0,0.5578346514795316,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p3_0p4,0.9943933487319139,0.5470018892403611,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p3_0p6,1.0,0.6579170165705951,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p3_0p6,0.8737060771284677,0.5530081794176332,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p3_0p6,1.0,0.5660151676416026,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p3_0p6,0.8971080934636746,0.6057289659257552,1.0,0.0,N,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p3_0p8,1.0,0.6802965349616101,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p3_0p8,0.8474400378309987,0.5462268429649397,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p3_0p8,1.0459421588640212,0.5546904673653208,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p3_0p8,0.8565210334703585,0.6056008075357032,0.85,0.0,N,51,0,9,60,0.15,S5
GRID_grid_missing_x_obsnodes_0p3_1p0,1.0,0.6632545184828501,1.0,0.0,B0,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p3_1p0,0.8431261990582504,0.5417711273827563,1.0,0.0,L,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p3_1p0,0.9831937941029889,0.5597570970525085,1.0,0.0,S,60,0,0,60,0.0,S5
GRID_grid_missing_x_obsnodes_0p3_1p0,0.8305197938153861,0.6159545261792522,0.38333333333333336,0.0,N,23,0,37,60,0.6166666666666667,S5
GRID_grid_missing_x_obsnodes_0p5_0p4,1.0,0.7409063733306793,0.9833333333333333,0.0,B0,59,0,1,60,0.016666666666666666,S5
GRID_grid_missing_x_obsnodes_0p5_0p4,1.0,0.6327385470428792,0.9833333333333333,0.0,L,59,0,1,60,0.016666666666666666,S5
GRID_grid_missing_x_obsnodes_0p5_0p4,1.0,0.6668573420751911,0.9833333333333333,0.0,S,59,0,1,60,0.016666666666666666,S5
GRID_grid_missing_x_obsnodes_0p5_0p4,1.0,0.8933690521621114,0.2833333333333333,0.0,N,17,0,43,60,0.7166666666666667,S5
GRID_grid_missing_x_obsnodes_0p5_0p6,1.0,0.7763134749971128,0.9833333333333333,0.0,B0,59,0,1,60,0.016666666666666666,S5
GRID_grid_missing_x_obsnodes_0p5_0p6,0.8885663331561234,0.6937394330420416,0.9833333333333333,0.0,L,59,0,1,60,0.016666666666666666,S5
GRID_grid_missing_x_obsnodes_0p5_0p6,1.0,0.7224479544377648,0.9833333333333333,0.0,S,59,0,1,60,0.016666666666666666,S5
GRID_grid_missing_x_obsnodes_0p5_0p6,nan,nan,0.0,0.0,N,0,0,60,60,1.0,S5
GRID_grid_missing_x_obsnodes_0p5_0p8,1.0,0.7933368976432722,0.9166666666666666,0.0,B0,55,0,5,60,0.08333333333333333,S5
GRID_grid_missing_x_obsnodes_0p5_0p8,0.8514527365629414,0.6239621268495035,0.9166666666666666,0.0,L,55,0,5,60,0.08333333333333333,S5
GRID_grid_missing_x_obsnodes_0p5_0p8,1.2196851963228081,0.6701113912027405,0.9166666666666666,0.0,S,55,0,5,60,0.08333333333333333,S5
GRID_grid_missing_x_obsnodes_0p5_0p8,nan,nan,0.0,0.0,N,0,0,60,60,1.0,S5
GRID_grid_missing_x_obsnodes_0p5_1p0,1.0,0.7622394056535813,0.9333333333333333,0.0,B0,56,0,4,60,0.06666666666666667,S5
GRID_grid_missing_x_obsnodes_0p5_1p0,0.84383550335167,0.6175244840275194,0.9333333333333333,0.0,L,56,0,4,60,0.06666666666666667,S5
GRID_grid_missing_x_obsnodes_0p5_1p0,1.0713867544112925,0.7212832696478242,0.9333333333333333,0.0,S,56,0,4,60,0.06666666666666667,S5
GRID_grid_missing_x_obsnodes_0p5_1p0,nan,nan,0.0,0.0,N,0,0,60,60,1.0,S5
GRID_grid_recharge_x_confounding_REXACT_0p0,1.0,0.6796530724438712,1.0,0.0,B0,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_REXACT_0p0,0.8633035797927899,0.5032077994456274,1.0,0.0,L,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_REXACT_0p0,0.9061974820179142,0.508764467429307,1.0,0.0,S,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_REXACT_0p0,0.7771780580746024,0.503642370291977,1.0,0.0,N,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_REXACT_0p3,1.0,0.6446839837297764,1.0,0.0,B0,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_REXACT_0p3,0.8565226087426112,0.45850607428127677,1.0,0.0,L,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_REXACT_0p3,0.8925187299895225,0.4629270682918003,1.0,0.0,S,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_REXACT_0p3,0.7671822245212662,0.4573805100777185,1.0,0.0,N,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_REXACT_0p6,1.0,0.6042394763287363,1.0,0.0,B0,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_REXACT_0p6,0.8501926620199282,0.408804690155122,1.0,0.0,L,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_REXACT_0p6,0.8561220919927258,0.40909238028328615,1.0,0.0,S,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_REXACT_0p6,0.75113447630952,0.4062498642217883,1.0,0.0,N,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_REXACT_0p9,1.0,0.5631866810609172,1.0,0.0,B0,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_REXACT_0p9,0.8433150333816248,0.35236744809091103,1.0,0.0,L,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_REXACT_0p9,0.821630786591562,0.34793458248524534,1.0,0.0,S,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_REXACT_0p9,0.6991949218309328,0.34705490395447824,1.0,0.0,N,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RLAG_0p0,1.0,0.6796530724438712,1.0,0.0,B0,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RLAG_0p0,0.8671347148636681,0.6036348772216722,1.0,0.0,L,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RLAG_0p0,0.9088800363774012,0.6080500732425783,1.0,0.0,S,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RLAG_0p0,0.8035077824102859,0.637076937060636,1.0,0.0,N,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RLAG_0p3,1.0,0.6446839837297764,1.0,0.0,B0,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RLAG_0p3,0.8595516430109602,0.5647648305328455,1.0,0.0,L,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RLAG_0p3,0.8873945340641998,0.5739359248783932,1.0,0.0,S,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RLAG_0p3,0.7716748301153151,0.5995455093178179,1.0,0.0,N,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RLAG_0p6,1.0,0.6042394763287363,1.0,0.0,B0,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RLAG_0p6,0.8532444798186518,0.5278395234830612,1.0,0.0,L,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RLAG_0p6,0.8677919381060777,0.5354498896732408,1.0,0.0,S,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RLAG_0p6,0.7877826268256227,0.5543419728607548,1.0,0.0,N,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RLAG_0p9,1.0,0.5631866810609172,1.0,0.0,B0,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RLAG_0p9,0.8438089515790688,0.4870069959290262,1.0,0.0,L,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RLAG_0p9,0.8329315590220814,0.48821535938470373,1.0,0.0,S,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RLAG_0p9,0.7792762059155004,0.5064173226206066,1.0,0.0,N,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISELAG_0p0,1.0,0.6796530724438712,1.0,0.0,B0,60,0,0,60,0.0,S3
