site_code,measurement_datetime,reporting_organization,collecting_organization,dwr_source,usable_head,independence_class,rationale,count_as_distinct_sensor_record,do_not_duplicate_against_ocwd
336781N1178263W001,2022-09-07 12:30:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2022-06-29 11:30:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2022-03-03 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2021-11-02 13:50:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2021-09-01 12:50:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2021-06-29 12:38:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2021-03-10 13:20:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2020-11-05 09:34:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2020-09-09 13:34:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2020-06-25 12:38:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2020-03-05 10:59:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2019-11-15 09:51:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2019-09-09 14:03:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2019-03-07 13:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2018-11-07 13:04:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2018-09-07 11:25:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2018-06-27 12:08:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2018-03-01 10:28:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2017-09-08 12:41:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2017-03-02 11:20:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2016-10-27 09:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2016-09-09 11:05:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2016-07-06 09:10:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2016-03-03 11:13:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2015-11-04 14:24:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2015-09-03 09:11:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2015-07-01 08:40:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2015-03-05 09:05:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2014-10-29 09:52:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2014-09-03 10:12:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2014-06-24 13:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2014-03-06 09:25:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2013-10-29 13:19:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2013-09-04 13:45:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2013-06-25 08:31:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2013-03-06 12:57:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2012-10-31 10:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2012-09-06 10:28:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2012-06-27 09:12:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2012-03-08 09:01:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2011-10-27 10:01:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2011-09-01 10:51:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2011-06-28 10:05:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2011-03-03 12:16:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2010-10-28 09:40:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2010-09-01 14:44:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2010-06-29 12:47:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2010-03-01 13:44:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2009-11-02 10:40:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2009-09-02 10:10:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2009-07-06 11:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2009-03-05 09:05:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2008-10-29 12:05:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2008-09-04 13:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2008-07-03 11:05:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2008-03-06 11:50:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2007-10-31 10:10:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2007-09-17 12:20:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2007-06-27 10:55:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2007-03-06 08:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2006-10-27 10:45:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2006-09-06 12:15:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2006-06-28 12:15:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2006-03-01 13:50:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2005-10-27 10:10:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2005-08-04 07:55:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2005-05-05 10:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2005-02-01 14:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2004-10-26 09:15:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2004-08-03 08:45:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2004-05-04 10:20:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2004-02-03 13:25:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2003-10-29 08:55:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2003-08-04 13:05:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2003-06-03 08:35:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2003-05-01 09:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2003-02-03 09:40:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2002-11-04 12:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2002-07-29 10:20:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2002-05-03 12:40:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2002-02-25 09:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2001-10-31 09:40:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2001-08-01 09:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2001-05-04 14:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2001-02-04 11:40:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2000-11-02 12:20:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2000-08-01 09:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2000-05-03 10:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2000-03-31 09:55:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2000-03-01 09:50:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2000-02-02 12:50:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,2000-01-06 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1999-12-02 12:40:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1999-10-25 08:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1999-10-01 10:40:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1999-09-02 14:20:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1999-08-05 13:55:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1999-07-28 13:55:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1999-06-04 09:15:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1999-05-06 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1999-04-02 09:10:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1999-03-01 09:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1999-02-01 10:40:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1999-01-04 10:35:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1998-11-30 10:40:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1998-10-26 11:50:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1998-09-29 10:45:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1998-09-01 11:25:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1998-08-03 09:45:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1998-07-01 10:40:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1998-06-02 10:35:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1998-05-07 09:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1998-04-13 12:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1998-03-02 09:45:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1998-02-04 10:25:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1997-12-31 11:10:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1997-12-02 13:20:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1997-10-27 08:35:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1997-10-01 08:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1997-09-03 08:50:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1997-08-07 09:45:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1997-07-03 08:40:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1997-06-03 09:20:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1997-05-06 09:15:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1997-04-03 08:35:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1997-03-03 10:45:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1997-02-04 09:10:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1997-01-02 09:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1996-12-02 08:40:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1996-10-28 09:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1996-10-01 09:05:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1996-09-03 09:50:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1996-08-01 10:20:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1996-07-01 09:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1996-05-30 10:50:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1996-05-01 09:25:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1996-04-01 09:20:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
