site_code,latitude_numeric,longitude_numeric,easting_m,northing_m,spatial_fold,coordinate_source,input_crs,projected_crs,fold_inputs,k,random_state,n_init
337490N1179624W002,33.749000,-117.962400,410862.278811,3734742.089932,2,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337503N1179116W001,33.750300,-117.911600,415568.818820,3734843.479402,2,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337525N1179058W001,33.752550,-117.905780,416110.068280,3735088.206733,2,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337525N1179058W002,33.752550,-117.905780,416110.068280,3735088.206733,2,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337525N1179058W003,33.752550,-117.905780,416110.068280,3735088.206733,2,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337533N1180914W001,33.753300,-118.091400,398918.789401,3735337.865269,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337538N1180358W001,33.753800,-118.035800,404069.023650,3735340.185005,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337571N1180211W001,33.757100,-118.021100,405434.149025,3735692.510073,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337588N1179714W001,33.758800,-117.971400,410038.903099,3735836.527415,2,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337589N1179207W001,33.758900,-117.920700,414734.475817,3735804.528008,2,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337591N1180435W001,33.759090,-118.043500,403361.791835,3735933.934968,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337591N1180435W002,33.759090,-118.043500,403361.791835,3735933.934968,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337591N1180435W003,33.759090,-118.043500,403361.791835,3735933.934968,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337593N1180743W001,33.759300,-118.074300,400509.529099,3735986.518883,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337595N1180740W001,33.759500,-118.074000,400537.544257,3736008.405631,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337608N1179975W001,33.760800,-117.997500,407623.841777,3736081.369395,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337646N1178432W001,33.764610,-117.843250,421912.465567,3736376.281656,4,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337646N1178432W002,33.764610,-117.843250,421912.465567,3736376.281656,4,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337646N1178432W003,33.764610,-117.843250,421912.465567,3736376.281656,4,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337651N1179102W001,33.765100,-117.910200,415712.976510,3736483.343839,2,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337688N1178844W001,33.768800,-117.884400,418105.721664,3736872.797953,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337712N1178409W001,33.771200,-117.840900,422136.049918,3737105.192793,4,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337722N1180390W001,33.772200,-118.039000,403793.205737,3737383.373190,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337732N1178417W001,33.773200,-117.841700,422063.782158,3737327.554522,4,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337754N1178448W001,33.775400,-117.844800,421778.732943,3737573.836096,4,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337770N1179685W001,33.777000,-117.968500,410326.443249,3737852.015417,2,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337779N1179480W001,33.777850,-117.948040,412221.772013,3737928.646080,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337779N1179480W002,33.777850,-117.948040,412221.772013,3737928.646080,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337779N1179480W003,33.777850,-117.948040,412221.772013,3737928.646080,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337800N1180851W001,33.780000,-118.085100,399533.464998,3738292.241983,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337806N1178326W001,33.780600,-117.832600,422913.038181,3738141.210824,4,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337815N1180637W001,33.781500,-118.063700,401516.639866,3738437.902760,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337820N1179029W001,33.782000,-117.902900,416405.415334,3738351.257605,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337851N1179118W001,33.785100,-117.911800,415584.428165,3738702.240708,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337851N1180522W001,33.785100,-118.052200,402585.497840,3738826.142217,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337856N1178834W001,33.785620,-117.883400,418214.311121,3738736.989871,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337856N1178834W002,33.785620,-117.883400,418214.311121,3738736.989871,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337856N1178834W003,33.785620,-117.883400,418214.311121,3738736.989871,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337856N1179996W001,33.785600,-117.999600,407456.030126,3738833.087796,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337856N1180797W001,33.785600,-118.079700,400039.966683,3738907.926927,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337861N1180732W001,33.786100,-118.073200,400642.349854,3738957.079615,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337870N1179682W001,33.787000,-117.968200,410364.640643,3738960.556175,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337886N1180495W001,33.788600,-118.049500,402839.432888,3739211.677036,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337908N1179594W001,33.790800,-117.959400,411183.292703,3739374.278759,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337909N1180459W001,33.790900,-118.045900,403175.317158,3739463.314342,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337910N1178268W001,33.791030,-117.826770,423462.108499,3739293.328167,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337932N1180795W001,33.793200,-118.079500,400067.314816,3739750.434473,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337939N1180548W001,33.793900,-118.054800,402354.766254,3739804.360550,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337959N1180672W001,33.795910,-118.067250,401204.499905,3740039.105759,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337959N1180672W002,33.795910,-118.067250,401204.499905,3740039.105759,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337959N1180672W003,33.795910,-118.067250,401204.499905,3740039.105759,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337995N1178787W001,33.799510,-117.878660,418666.293683,3740273.350402,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337995N1178787W002,33.799510,-117.878660,418666.293683,3740273.350402,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
337995N1178787W003,33.799510,-117.878660,418666.293683,3740273.350402,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338005N1179110W001,33.800500,-117.911000,415673.597382,3740409.132410,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338031N1179185W001,33.803100,-117.918500,414981.910959,3740703.586840,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338045N1179568W001,33.804500,-117.956800,411438.109156,3740891.100218,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338047N1178086W001,33.804680,-117.808580,425157.965759,3740793.454469,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338047N1178086W002,33.804680,-117.808580,425157.965759,3740793.454469,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338069N1180542W001,33.806900,-118.054200,402425.067836,3741245.253062,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338086N1178174W001,33.808600,-117.817400,424345.017129,3741234.545063,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338111N1179107W001,33.811100,-117.910700,415711.762561,3741584.213681,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338132N1178591W001,33.813200,-117.859100,420489.594339,3741776.012454,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338145N1179222W001,33.814500,-117.922200,414650.742157,3741970.680756,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338146N1180089W001,33.814600,-118.008900,406626.494340,3742057.030535,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338150N1178858W001,33.815000,-117.885800,418020.130405,3741996.537682,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338154N1180633W001,33.815400,-118.063300,401592.484658,3742196.410805,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338157N1177881W001,33.815700,-117.788100,427062.990463,3742000.640327,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338161N1180207W001,33.816100,-118.020700,405536.011593,3742234.118577,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338164N1178699W001,33.816400,-117.869900,419493.014398,3742139.220700,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338170N1179764W001,33.817000,-117.976400,409637.000902,3742294.140250,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338190N1180375W001,33.819000,-118.037500,403984.377459,3742571.219608,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338205N1180164W001,33.820540,-118.016350,405943.473627,3742722.448704,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338205N1180164W002,33.820540,-118.016350,405943.473627,3742722.448704,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338205N1180164W003,33.820540,-118.016350,405943.473627,3742722.448704,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338229N1179374W001,33.822940,-117.937390,413253.387911,3742919.209231,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338229N1179374W002,33.822940,-117.937390,413253.387911,3742919.209231,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338229N1179374W003,33.822940,-117.937390,413253.387911,3742919.209231,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338234N1179433W001,33.823400,-117.943300,412706.921670,3742975.211240,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338241N1180222W001,33.824100,-118.022200,405405.992901,3743122.548457,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338243N1179956W001,33.824300,-117.995600,407867.857781,3743120.593695,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338250N1179465W001,33.825000,-117.946500,412412.414553,3743155.339023,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338285N1179436W001,33.828500,-117.943600,412684.343455,3743540.957013,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338285N1179891W001,33.828500,-117.989100,408473.862139,3743580.494889,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338320N1180539W001,33.832000,-118.053900,402481.332699,3744028.105910,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338321N1180198W001,33.832100,-118.019800,405636.887478,3744007.398298,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338323N1180540W001,33.832300,-118.054000,402472.419913,3744061.465345,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338325N1179815W001,33.832500,-117.981500,409181.383216,3744017.285996,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338327N1178668W001,33.832690,-117.866790,419796.057086,3743943.023408,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338327N1178668W002,33.832690,-117.866790,419796.057086,3743943.023408,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338327N1178668W003,33.832690,-117.866790,419796.057086,3743943.023408,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338349N1180575W001,33.834900,-118.057500,402151.510637,3744353.082220,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338353N1178612W001,33.835300,-117.861200,420315.736017,3744228.076606,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338366N1179547W001,33.836600,-117.954700,411665.506060,3744448.566040,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338372N1179688W001,33.837200,-117.968800,410361.469785,3744527.290204,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338381N1179479W001,33.838100,-117.947900,412296.236713,3744609.069802,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338443N1178714W001,33.844300,-117.871400,419380.385175,3745233.943268,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338451N1179506W001,33.845100,-117.950600,412053.584504,3745387.541819,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338469N1179285W001,33.846900,-117.928500,414100.075417,3745568.451457,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338482N1179250W001,33.848200,-117.925000,414425.184035,3745709.679014,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338488N1179110W001,33.848750,-117.911020,415719.102353,3745759.119838,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338488N1179110W002,33.848750,-117.911020,415719.102353,3745759.119838,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338490N1179163W001,33.849000,-117.916300,415230.866486,3745791.179177,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338490N1179166W001,33.849000,-117.916600,415203.111853,3745791.426474,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338509N1178069W001,33.850900,-117.806900,425353.651721,3745917.067932,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338509N1178361W001,33.850910,-117.836120,422650.445342,3745939.768207,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338509N1178361W002,33.850910,-117.836120,422650.445342,3745939.768207,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338511N1180333W001,33.851100,-118.033300,404408.828748,3746126.620221,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338517N1179774W001,33.851700,-117.977400,409580.999222,3746142.596572,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338518N1179152W001,33.851800,-117.915200,415335.396081,3746100.739160,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338543N1178361W001,33.854300,-117.836100,422655.351359,3746315.635941,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338550N1178048W001,33.855000,-117.804800,425551.485103,3746370.151921,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338552N1178566W001,33.855210,-117.856560,420763.456366,3746432.112966,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338552N1178566W002,33.855210,-117.856560,420763.456366,3746432.112966,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338552N1178566W003,33.855210,-117.856560,420763.456366,3746432.112966,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
